pct_total,game_mode,win_value_underdog,blind_combo_0,blind_combo_1,level_0,level_1,lognormal,pct_high_mean,high_low_ratio_mean,high_low_ratio_variance,mean_variance_ratio,pct_high_sigma,underdog_mean,underdog_variance
0.99,top_k,0.4,False,True,100,100,log,0.2,1.6,1.2,0.5,0.1,0.4353504472632238,2.566969460633144
0.99,top_k,0.4,False,True,100,100,log,0.2,1.6,1.2,0.5,0.2,0.3074529808205659,6.392466776114277
0.99,top_k,0.4,False,True,100,100,log,0.2,1.6,1.2,0.5,0.3,0.4144757600187176,1.5772274409067437
0.99,top_k,0.4,False,True,100,100,log,0.2,1.6,1.2,0.5,0.4,0.34027175239611324,4.304233635189833
0.99,top_k,0.4,False,True,100,100,log,0.2,1.6,1.2,0.75,0.1,0.486543610412046,0.4261277672835447
0.99,top_k,0.4,False,True,100,100,log,0.2,1.6,1.2,0.75,0.2,0.5129945246846217,0.9518527127954326
0.99,top_k,0.4,False,True,100,100,log,0.2,1.6,1.2,0.75,0.3,0.46480220645619486,1.5258674426802445
0.99,top_k,0.4,False,True,100,100,log,0.2,1.6,1.2,0.75,0.4,0.3630177461031525,4.467817475397958
0.99,top_k,0.4,False,True,100,100,log,0.2,1.6,1.2,1.0,0.1,0.5119756152584538,0.6486977044294271
0.99,top_k,0.4,False,True,100,100,log,0.2,1.6,1.2,1.0,0.2,0.5165841123705952,0.3949385329266964
0.99,top_k,0.4,False,True,100,100,log,0.2,1.6,1.2,1.0,0.3,0.4167380010917867,1.672581686019433
0.99,top_k,0.4,False,True,100,100,log,0.2,1.6,1.2,1.0,0.4,0.4966654460910988,0.38883346455842505
0.99,top_k,0.4,False,True,100,100,log,0.2,1.6,1.2,1.25,0.1,0.473959097189527,0.32314622095576456
0.99,top_k,0.4,False,True,100,100,log,0.2,1.6,1.2,1.25,0.2,0.5016846220362673,0.5281194872399433
0.99,top_k,0.4,False,True,100,100,log,0.2,1.6,1.2,1.25,0.3,0.4753575368123192,0.4503607891193322
0.99,top_k,0.4,False,True,100,100,log,0.2,1.6,1.2,1.25,0.4,0.4912300405248513,0.5159832366212134
0.99,top_k,0.4,False,True,100,100,log,0.2,1.6,1.2,1.5,0.1,0.4706576990236292,0.26453332646623856
0.99,top_k,0.4,False,True,100,100,log,0.2,1.6,1.2,1.5,0.2,0.4841070965877341,0.18986522059877955
