pct_total,game_mode,win_value_underdog,blind_combo_0,blind_combo_1,level_0,level_1,lognormal,pct_high_mean,high_low_ratio_mean,high_low_ratio_variance,mean_variance_ratio,pct_high_sigma,underdog_mean,underdog_variance
0.98,top_k,0.1,False,False,100,0,normal,0.2,2.0,1.2,0.5,0.1,0.49989378724547107,0.045643199011878625
0.98,top_k,0.1,False,False,100,0,normal,0.2,2.0,1.2,0.5,0.2,0.4975233115497806,0.0483804164987047
0.98,top_k,0.1,False,False,100,0,normal,0.2,2.0,1.2,0.5,0.3,0.4927255806961939,0.03595987906771464
0.98,top_k,0.1,False,False,100,0,normal,0.2,2.0,1.2,0.5,0.4,0.4920692281164836,0.0352037773800143
0.98,top_k,0.1,False,False,100,0,normal,0.2,2.0,1.2,0.75,0.1,0.49441037844158814,0.06080008475211413
0.98,top_k,0.1,False,False,100,0,normal,0.2,2.0,1.2,0.75,0.2,0.491940960792632,0.058103776825531014
0.98,top_k,0.1,False,False,100,0,normal,0.2,2.0,1.2,0.75,0.3,0.4797635845148312,0.04536031210929273
0.98,top_k,0.1,False,False,100,0,normal,0.2,2.0,1.2,0.75,0.4,0.4759468411048643,0.04775737123502404
0.98,top_k,0.1,False,False,100,0,normal,0.2,2.0,1.2,1.0,0.1,0.4876526316984521,0.08664732623372012
0.98,top_k,0.1,False,False,100,0,normal,0.2,2.0,1.2,1.0,0.2,0.5013114388930483,0.06315231078080781
0.98,top_k,0.1,False,False,100,0,normal,0.2,2.0,1.2,1.0,0.3,0.47826849795493487,0.055277816618349886
0.98,top_k,0.1,False,False,100,0,normal,0.2,2.0,1.2,1.0,0.4,0.48873197881948094,0.0592980565607693
0.98,top_k,0.1,False,False,100,0,normal,0.2,2.0,1.2,1.25,0.1,0.49668388980715084,0.06903200999089633
0.98,top_k,0.1,False,False,100,0,normal,0.2,2.0,1.2,1.25,0.2,0.4903005025150099,0.06831110817283112
0.98,top_k,0.1,False,False,100,0,normal,0.2,2.0,1.2,1.25,0.3,0.4934434085945005,0.07269565013504733
0.98,top_k,0.1,False,False,100,0,normal,0.2,2.0,1.2,1.25,0.4,0.4709892093328681,0.07507047593037769
0.98,top_k,0.1,False,False,100,0,normal,0.2,2.0,1.2,1.5,0.1,0.49324829050771246,0.07984673860816285
0.98,top_k,0.1,False,False,100,0,normal,0.2,2.0,1.2,1.5,0.2,0.4949223818108543,0.07032861596883182
0.98,top_k,0.1,False,False,100,0,normal,0.2,2.0,1.2,1.5,0.3,0.5024394277931948,0.07704462161625415
0.98,top_k,0.1,False,False,100,0,normal,0.2,2.0,1.2,1.5,0.4,0.4624602669961695,0.08103211003195
0.98,top_k,0.1,False,False,100,0,normal,0.2,2.0,1.4,0.5,0.1,0.48760042725614694,0.05198815737672918
0.98,top_k,0.1,False,False,100,0,normal,0.2,2.0,1.4,0.5,0.2,0.4998810185933935,0.041885041247970725
0.98,top_k,0.1,False,False,100,0,normal,0.2,2.0,1.4,0.5,0.3,0.49255146032006486,0.04002917285025484
0.98,top_k,0.1,False,False,100,0,normal,0.2,2.0,1.4,0.5,0.4,0.47581549183514654,0.0457789760940586
0.98,top_k,0.1,False,False,100,0,normal,0.2,2.0,1.4,0.75,0.1,0.4996809663193883,0.055670418150567086
0.98,top_k,0.1,False,False,100,0,normal,0.2,2.0,1.4,0.75,0.2,0.5036687801586079,0.057633036830145846
0.98,top_k,0.1,False,False,100,0,normal,0.2,2.0,1.4,0.75,0.3,0.4626161735179871,0.05690319888925574
0.98,top_k,0.1,False,False,100,0,normal,0.2,2.0,1.4,0.75,0.4,0.46744731807728135,0.054268914509311574
0.98,top_k,0.1,False,False,100,0,normal,0.2,2.0,1.4,1.0,0.1,0.4935335194084702,0.06735989893119597
0.98,top_k,0.1,False,False,100,0,normal,0.2,2.0,1.4,1.0,0.2,0.4999419834656881,0.06465709473764693
0.98,top_k,0.1,False,False,100,0,normal,0.2,2.0,1.4,1.0,0.3,0.4886941643074655,0.06944083608127703
0.98,top_k,0.1,False,False,100,0,normal,0.2,2.0,1.4,1.0,0.4,0.4697613551903123,0.06468906204029162
0.98,top_k,0.1,False,False,100,0,normal,0.2,2.0,1.4,1.25,0.1,0.4945977475519621,0.06905645733786925
0.98,top_k,0.1,False,False,100,0,normal,0.2,2.0,1.4,1.25,0.2,0.4978169829996469,0.06938982475344625
0.98,top_k,0.1,False,False,100,0,normal,0.2,2.0,1.4,1.25,0.3,0.47344470196169347,0.06504676426060313
0.98,top_k,0.1,False,False,100,0,normal,0.2,2.0,1.4,1.25,0.4,0.46219729686655886,0.07295346904857627
