pct_total,game_mode,win_value_underdog,blind_combo_0,blind_combo_1,level_0,level_1,lognormal,pct_high_mean,high_low_ratio_mean,high_low_ratio_variance,mean_variance_ratio,pct_high_sigma,underdog_mean,underdog_variance
0.99,top_k,0.25,False,True,100,0,normal,0.2,2.0,1.2,0.5,0.1,0.5223449310497902,0.11528017736975368
0.99,top_k,0.25,False,True,100,0,normal,0.2,2.0,1.2,0.5,0.2,0.16612482305113435,10.067183511406594
0.99,top_k,0.25,False,True,100,0,normal,0.2,2.0,1.2,0.5,0.3,0.47813797599089236,0.04846570798739093
0.99,top_k,0.25,False,True,100,0,normal,0.2,2.0,1.2,0.5,0.4,0.4865014323321107,0.05178897050220887
0.99,top_k,0.25,False,True,100,0,normal,0.2,2.0,1.2,0.75,0.1,0.4748004042031834,0.06119702127162059
0.99,top_k,0.25,False,True,100,0,normal,0.2,2.0,1.2,0.75,0.2,0.490830708501909,0.06944478489496209
0.99,top_k,0.25,False,True,100,0,normal,0.2,2.0,1.2,0.75,0.3,0.4919170490003354,0.06426346515958874
0.99,top_k,0.25,False,True,100,0,normal,0.2,2.0,1.2,0.75,0.4,0.4900312724946671,0.0588184136550018
0.99,top_k,0.25,False,True,100,0,normal,0.2,2.0,1.2,1.0,0.1,0.510000519309126,0.18215026908846735
0.99,top_k,0.25,False,True,100,0,normal,0.2,2.0,1.2,1.0,0.2,0.5002025112778219,0.08598659238601318
0.99,top_k,0.25,False,True,100,0,normal,0.2,2.0,1.2,1.0,0.3,0.4977680324017883,0.07324588036358279
0.99,top_k,0.25,False,True,100,0,normal,0.2,2.0,1.2,1.0,0.4,0.5024677542234581,0.0721683623389152
0.99,top_k,0.25,False,True,100,0,normal,0.2,2.0,1.2,1.25,0.1,0.506453377499852,0.08698600771720533
0.99,top_k,0.25,False,True,100,0,normal,0.2,2.0,1.2,1.25,0.2,0.49281764407533896,0.0828186115393308
0.99,top_k,0.25,False,True,100,0,normal,0.2,2.0,1.2,1.25,0.3,0.4920559203393915,0.07193782017082574
0.99,top_k,0.25,False,True,100,0,normal,0.2,2.0,1.2,1.25,0.4,0.5070486005063821,0.07738210264108497
0.99,top_k,0.25,False,True,100,0,normal,0.2,2.0,1.2,1.5,0.1,0.4887748779023468,0.08149954768279383
0.99,top_k,0.25,False,True,100,0,normal,0.2,2.0,1.2,1.5,0.2,0.47853847830367136,0.08479496512404044
0.99,top_k,0.25,False,True,100,0,normal,0.2,2.0,1.2,1.5,0.3,0.518436305436839,0.09490056824045091
0.99,top_k,0.25,False,True,100,0,normal,0.2,2.0,1.2,1.5,0.4,0.5020353312730854,0.07656535771169606
0.99,top_k,0.25,False,True,100,0,normal,0.2,2.0,1.4,0.5,0.1,0.5118137185270675,0.09767461817969611
0.99,top_k,0.25,False,True,100,0,normal,0.2,2.0,1.4,0.5,0.2,0.5110509703585849,0.11405451144547349
0.99,top_k,0.25,False,True,100,0,normal,0.2,2.0,1.4,0.5,0.3,0.49339397847802946,0.0691203084385883
0.99,top_k,0.25,False,True,100,0,normal,0.2,2.0,1.4,0.5,0.4,0.49429470813241927,0.1443856429701933
0.99,top_k,0.25,False,True,100,0,normal,0.2,2.0,1.4,0.75,0.1,0.4993569839245468,0.06576547865111763
0.99,top_k,0.25,False,True,100,0,normal,0.2,2.0,1.4,0.75,0.2,0.479855388452994,0.07394204397250817
0.99,top_k,0.25,False,True,100,0,normal,0.2,2.0,1.4,0.75,0.3,0.5151242167340759,0.5597899308825176
0.99,top_k,0.25,False,True,100,0,normal,0.2,2.0,1.4,0.75,0.4,0.49346527564169507,0.0663227825329805
0.99,top_k,0.25,False,True,100,0,normal,0.2,2.0,1.4,1.0,0.1,0.49820217137845796,0.07600669264608953
0.99,top_k,0.25,False,True,100,0,normal,0.2,2.0,1.4,1.0,0.2,0.50370193210002,0.11941952703138349
