pct_total,game_mode,win_value_underdog,blind_combo_0,blind_combo_1,level_0,level_1,lognormal,pct_high_mean,high_low_ratio_mean,high_low_ratio_variance,mean_variance_ratio,pct_high_sigma,underdog_mean,underdog_variance
0.98,expected,0.3,False,False,100,0,log,0.2,1.2,1.2,0.5,0.1,0.5329315563137299,0.31066610761907654
0.98,expected,0.3,False,False,100,0,log,0.2,1.2,1.2,0.5,0.2,0.5361493879914261,0.29213452193188894
0.98,expected,0.3,False,False,100,0,log,0.2,1.2,1.2,0.5,0.3,0.5488163215034793,0.5667642057485139
0.98,expected,0.3,False,False,100,0,log,0.2,1.2,1.2,0.5,0.4,0.5741164539718233,0.3132153755971183
0.98,expected,0.3,False,False,100,0,log,0.2,1.2,1.2,0.75,0.1,0.5404988326238113,0.5720255484624241
0.98,expected,0.3,False,False,100,0,log,0.2,1.2,1.2,0.75,0.2,0.5453324028005031,0.2692419716994925
0.98,expected,0.3,False,False,100,0,log,0.2,1.2,1.2,0.75,0.3,0.6150707522202356,2.496064523672041
0.98,expected,0.3,False,False,100,0,log,0.2,1.2,1.2,0.75,0.4,0.5564257016248646,0.29831014652303645
0.98,expected,0.3,False,False,100,0,log,0.2,1.2,1.2,1.0,0.1,0.5076969484256725,1.0530910818857508
0.98,expected,0.3,False,False,100,0,log,0.2,1.2,1.2,1.0,0.2,0.5253361561110933,0.19538035814416665
0.98,expected,0.3,False,False,100,0,log,0.2,1.2,1.2,1.0,0.3,0.5301667697290904,0.3912897907835255
0.98,expected,0.3,False,False,100,0,log,0.2,1.2,1.2,1.0,0.4,0.553346711407133,0.22325362610034527
0.98,expected,0.3,False,False,100,0,log,0.2,1.2,1.2,1.25,0.1,0.5217930300753633,0.3303348353392016
0.98,expected,0.3,False,False,100,0,log,0.2,1.2,1.2,1.25,0.2,0.5365142926749151,0.22222907727082225
0.98,expected,0.3,False,False,100,0,log,0.2,1.2,1.2,1.25,0.3,0.5363365406328788,0.21731764698286213
0.98,expected,0.3,False,False,100,0,log,0.2,1.2,1.2,1.25,0.4,0.549335313908285,0.4472224161049103
0.98,expected,0.3,False,False,100,0,log,0.2,1.2,1.2,1.5,0.1,0.5367916490131542,0.20898564138980805
0.98,expected,0.3,False,False,100,0,log,0.2,1.2,1.2,1.5,0.2,0.5307357801807621,0.19849964671709647
0.98,expected,0.3,False,False,100,0,log,0.2,1.2,1.2,1.5,0.3,0.5328465364671401,0.3034480424615661
0.98,expected,0.3,False,False,100,0,log,0.2,1.2,1.2,1.5,0.4,0.5607753370804907,0.22443836192587022
0.98,expected,0.3,False,False,100,0,log,0.2,1.2,1.4,0.5,0.1,0.6560356278939408,4.165045757435684
0.98,expected,0.3,False,False,100,0,log,0.2,1.2,1.4,0.5,0.2,0.5286565456692147,0.17321974288267283
0.98,expected,0.3,False,False,100,0,log,0.2,1.2,1.4,0.5,0.3,0.5322765571038547,0.27701192810760245
0.98,expected,0.3,False,False,100,0,log,0.2,1.2,1.4,0.5,0.4,0.5761310862325503,0.7420434929062578
0.98,expected,0.3,False,False,100,0,log,0.2,1.2,1.4,0.75,0.1,0.5385920985437033,0.2833812483455725
0.98,expected,0.3,False,False,100,0,log,0.2,1.2,1.4,0.75,0.2,0.5150488150697409,0.8847080547169959
0.98,expected,0.3,False,False,100,0,log,0.2,1.2,1.4,0.75,0.3,0.5233923516444945,0.25312535263460845
0.98,expected,0.3,False,False,100,0,log,0.2,1.2,1.4,0.75,0.4,0.5248913377856991,0.5569461409299501
0.98,expected,0.3,False,False,100,0,log,0.2,1.2,1.4,1.0,0.1,0.5135599926543135,0.45263126252237196
0.98,expected,0.3,False,False,100,0,log,0.2,1.2,1.4,1.0,0.2,0.5310929189292276,0.17266841627087065
0.98,expected,0.3,False,False,100,0,log,0.2,1.2,1.4,1.0,0.3,1.0618830603014433,16.847476166804416
0.98,expected,0.3,False,False,100,0,log,0.2,1.2,1.4,1.0,0.4,0.5296613559731425,0.4652070626708672
0.98,expected,0.3,False,False,100,0,log,0.2,1.2,1.4,1.25,0.1,0.5317539751624626,0.17625642532630006
0.98,expected,0.3,False,False,100,0,log,0.2,1.2,1.4,1.25,0.2,0.4839073557486902,1.8164234192809667
0.98,expected,0.3,False,False,100,0,log,0.2,1.2,1.4,1.25,0.3,0.5269095949878748,0.17746174433155135
0.98,expected,0.3,False,False,100,0,log,0.2,1.2,1.4,1.25,0.4,0.5450784372103662,0.4659906398635877
0.98,expected,0.3,False,False,100,0,log,0.2,1.2,1.4,1.5,0.1,0.5372114712309815,0.19276657176100143
0.98,expected,0.3,False,False,100,0,log,0.2,1.2,1.4,1.5,0.2,0.538256718389108,0.2929638142102464
0.98,expected,0.3,False,False,100,0,log,0.2,1.2,1.4,1.5,0.3,0.5208526857715471,0.2062862314636771
0.98,expected,0.3,False,False,100,0,log,0.2,1.2,1.4,1.5,0.4,0.5463048265355994,0.23371630064415266
0.98,expected,0.3,False,False,100,0,log,0.2,1.2,1.6,0.5,0.1,0.6316867425395926,3.025958765260555
0.98,expected,0.3,False,False,100,0,log,0.2,1.2,1.6,0.5,0.2,0.5343693226931601,0.30460533128006434
0.98,expected,0.3,False,False,100,0,log,0.2,1.2,1.6,0.5,0.3,0.5217852645668818,0.30935550883710233
0.98,expected,0.3,False,False,100,0,log,0.2,1.2,1.6,0.5,0.4,0.5476909321471105,0.20716757384127116
0.98,expected,0.3,False,False,100,0,log,0.2,1.2,1.6,0.75,0.1,0.5151843264860124,0.6962278234320012
