pct_total,game_mode,win_value_underdog,blind_combo_0,blind_combo_1,level_0,level_1,lognormal,pct_high_mean,high_low_ratio_mean,high_low_ratio_variance,mean_variance_ratio,pct_high_sigma,underdog_mean,underdog_variance
1,expected,0.05,False,False,100,100,log,0.4,1.4,1.6,0.75,0.4,0.4637248645750527,0.06549079977994438
1,expected,0.05,False,False,100,100,log,0.4,1.4,1.6,1.0,0.1,0.48655874693502266,0.07547516518646016
1,expected,0.05,False,False,100,100,log,0.4,1.4,1.6,1.0,0.2,0.47783667237606875,0.07692402561673607
1,expected,0.05,False,False,100,100,log,0.4,1.4,1.6,1.0,0.3,0.4702487422022832,0.0783484315506231
1,expected,0.05,False,False,100,100,log,0.4,1.4,1.6,1.0,0.4,0.4609250496927152,0.08490990372976445
1,expected,0.05,False,False,100,100,log,0.4,1.4,1.6,1.25,0.1,0.4847359012977479,0.08420582409977594
1,expected,0.05,False,False,100,100,log,0.4,1.4,1.6,1.25,0.2,0.4788379435774688,0.08784705056821634
1,expected,0.05,False,False,100,100,log,0.4,1.4,1.6,1.25,0.3,0.4660527345436781,0.09438716412919436
1,expected,0.05,False,False,100,100,log,0.4,1.4,1.6,1.25,0.4,0.4571435726903875,0.09498788226402188
1,expected,0.05,False,False,100,100,log,0.4,1.4,1.6,1.5,0.1,0.48955843848196084,0.09739639497603554
1,expected,0.05,False,False,100,100,log,0.4,1.4,1.6,1.5,0.2,0.47752664447778026,0.09577384263998268
1,expected,0.05,False,False,100,100,log,0.4,1.4,1.6,1.5,0.3,0.46757003586039125,0.10362393368663861
1,expected,0.05,False,False,100,100,log,0.4,1.4,1.6,1.5,0.4,0.45667748135026626,0.10820497443591418
1,expected,0.05,False,False,100,100,log,0.4,1.4,1.8,0.5,0.1,0.49050450058766126,0.044173070125785634
1,expected,0.05,False,False,100,100,log,0.4,1.4,1.8,0.5,0.2,0.4788275339551398,0.04671938545875166
1,expected,0.05,False,False,100,100,log,0.4,1.4,1.8,0.5,0.3,0.4726337526556079,0.04981138001620139
1,expected,0.05,False,False,100,100,log,0.4,1.4,1.8,0.5,0.4,0.4648952732713847,0.05232573698187712
1,expected,0.05,False,False,100,100,log,0.4,1.4,1.8,0.75,0.1,0.487256916107304,0.06402012701549895
1,expected,0.05,False,False,100,100,log,0.4,1.4,1.8,0.75,0.2,0.4773867101828255,0.06306567328432684
1,expected,0.05,False,False,100,100,log,0.4,1.4,1.8,0.75,0.3,0.465580430664154,0.06912000281159246
1,expected,0.05,False,False,100,100,log,0.4,1.4,1.8,0.75,0.4,0.45534032183701456,0.07043222156638955
1,expected,0.05,False,False,100,100,log,0.4,1.4,1.8,1.0,0.1,0.48759899623967623,0.07241523167874116
1,expected,0.05,False,False,100,100,log,0.4,1.4,1.8,1.0,0.2,0.47157546404584527,0.07950574705338623
1,expected,0.05,False,False,100,100,log,0.4,1.4,1.8,1.0,0.3,0.4552446356010979,0.08444123808167743
1,expected,0.05,False,False,100,100,log,0.4,1.4,1.8,1.0,0.4,0.44784127346900343,0.08699473003046138
1,expected,0.05,False,False,100,100,log,0.4,1.4,1.8,1.25,0.1,0.4881712122265902,0.0850042203719338
1,expected,0.05,False,False,100,100,log,0.4,1.4,1.8,1.25,0.2,0.46636231699469316,0.09339011105554258
1,expected,0.05,False,False,100,100,log,0.4,1.4,1.8,1.25,0.3,0.4616474495639259,0.09542272777577639
1,expected,0.05,False,False,100,100,log,0.4,1.4,1.8,1.25,0.4,0.4492902736643042,0.09742340983233226
1,expected,0.05,False,False,100,100,log,0.4,1.4,1.8,1.5,0.1,0.4843852056618986,0.09540029206658919
1,expected,0.05,False,False,100,100,log,0.4,1.4,1.8,1.5,0.2,0.46825168800768674,0.09902526212795781
1,expected,0.05,False,False,100,100,log,0.4,1.4,1.8,1.5,0.3,0.4593849249122043,0.10566391131776272
1,expected,0.05,False,False,100,100,log,0.4,1.4,1.8,1.5,0.4,0.4446657056977591,0.10702472053590426
1,expected,0.05,False,False,100,100,log,0.4,1.4,2.0,0.5,0.1,0.4868646901162557,0.04355319015522167
1,expected,0.05,False,False,100,100,log,0.4,1.4,2.0,0.5,0.2,0.47607257739796693,0.04640107537417637
1,expected,0.05,False,False,100,100,log,0.4,1.4,2.0,0.5,0.3,0.4672671770557782,0.05225246184629161
1,expected,0.05,False,False,100,100,log,0.4,1.4,2.0,0.5,0.4,0.4580582566699871,0.055185534650251944
1,expected,0.05,False,False,100,100,log,0.4,1.4,2.0,0.75,0.1,0.48192517559517334,0.06226693969396196
1,expected,0.05,False,False,100,100,log,0.4,1.4,2.0,0.75,0.2,0.4745811124544275,0.06763200678921828
1,expected,0.05,False,False,100,100,log,0.4,1.4,2.0,0.75,0.3,0.45881608562810006,0.07427874562436201
1,expected,0.05,False,False,100,100,log,0.4,1.4,2.0,0.75,0.4,0.4491547121451221,0.07684000169614202
1,expected,0.05,False,False,100,100,log,0.4,1.4,2.0,1.0,0.1,0.48919595890830614,0.07569251620224902
1,expected,0.05,False,False,100,100,log,0.4,1.4,2.0,1.0,0.2,0.46764253512919396,0.07977179833020452
1,expected,0.05,False,False,100,100,log,0.4,1.4,2.0,1.0,0.3,0.452219696709299,0.08559849295416247
1,expected,0.05,False,False,100,100,log,0.4,1.4,2.0,1.0,0.4,0.44712017735325255,0.08823622783569555
1,expected,0.05,False,False,100,100,log,0.4,1.4,2.0,1.25,0.1,0.4816289442261343,0.0890500678426744
1,expected,0.05,False,False,100,100,log,0.4,1.4,2.0,1.25,0.2,0.46424469103989113,0.09456096473473444
1,expected,0.05,False,False,100,100,log,0.4,1.4,2.0,1.25,0.3,0.4536498368340712,0.09469853851558376
1,expected,0.05,False,False,100,100,log,0.4,1.4,2.0,1.25,0.4,0.43729737218254383,0.10328270781605857
1,expected,0.05,False,False,100,100,log,0.4,1.4,2.0,1.5,0.1,0.4840348120373803,0.09526246105118384
1,expected,0.05,False,False,100,100,log,0.4,1.4,2.0,1.5,0.2,0.46407220611695854,0.1055257460112112
1,expected,0.05,False,False,100,100,log,0.4,1.4,2.0,1.5,0.3,0.44707923623065166,0.10784585964913372
1,expected,0.05,False,False,100,100,log,0.4,1.4,2.0,1.5,0.4,0.4347307123954881,0.11251201171200087
